LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
887,Jun,14,00:50:41,secops-01,sshd,18106,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.12,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.12']
888,Jun,14,00:50:46,secops-01,sshd,21531,Accepted publickey for git from 198.51.100.6 port 23750 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['git', '198.51.100.6', '23750']"
889,Jun,14,00:50:50,secops-01,sshd,12031,Received disconnect from 203.0.113.130 port 19103:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.130', '19103']"
890,Jun,14,00:50:56,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.244 DST=10.0.4.59 PROTO=TCP SPT=10966 DPT=5432,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '192.0.2.244', '10.0.4.59', '10966', '5432']"
891,Jun,14,00:51:02,secops-01,sshd,17452,reverse mapping checking getaddrinfo for host94.example.com [203.0.113.247] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host94.example.com', '203.0.113.247']"
892,Jun,14,00:51:07,secops-01,sshd,29836,Failed password for invalid user ubuntu from 203.0.113.81 port 60644 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.81', '60644']"
893,Jun,14,00:51:10,secops-01,sshd,27739,Disconnected from authenticating user ubuntu 203.0.113.37 port 39102 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['ubuntu', '203.0.113.37', '39102']"
894,Jun,14,00:51:12,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.232 DST=10.0.8.234 PROTO=TCP SPT=9887 DPT=6379,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.232', '10.0.8.234', '9887', '6379']"
895,Jun,14,00:51:13,secops-01,sshd,27464,reverse mapping checking getaddrinfo for host21.example-mail.com [203.0.113.144] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host21.example-mail.com', '203.0.113.144']"
896,Jun,14,00:51:19,secops-01,sshd,20442,Failed password for invalid user support from 192.0.2.188 port 2956 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['support', '192.0.2.188', '2956']"
897,Jun,14,00:51:22,secops-01,audit,1622,USER_AUTH pid=2242 uid=1000 auid=4294967295 user=backup exe=/usr/sbin/sshd res=failed,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2242', '1000', '4294967295', 'backup', 'failed']"
898,Jun,14,00:51:25,secops-01,sshd,18744,Failed password for ubuntu from 203.0.113.158 port 41456 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.158', '41456']"
899,Jun,14,00:51:25,secops-01,sshd,17566,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
900,Jun,14,00:51:32,secops-01,sshd,29815,Invalid user www-data from 198.51.100.36 port 33944,S05,Invalid user <*> from <*> port <*>,"['www-data', '198.51.100.36', '33944']"
901,Jun,14,00:51:39,secops-01,sshd,26103,Connection reset by 203.0.113.220 port 26416 [preauth],S14,Connection reset by <*> port <*> [preauth],"['203.0.113.220', '26416']"
902,Jun,14,00:51:43,secops-01,sshd,10491,Failed password for ec2-user from 203.0.113.106 port 51128 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.106', '51128']"
903,Jun,14,00:51:50,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.53 DST=10.0.3.18 PROTO=ICMP TYPE=8 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '198.51.100.53', '10.0.3.18', '8', '1']"
904,Jun,14,00:51:53,secops-01,sshd,24992,input_userauth_request: invalid user support [preauth],S12,input_userauth_request: invalid user <*> [preauth],['support']
905,Jun,14,00:51:58,secops-01,sshd,22464,Disconnected from authenticating user operator 203.0.113.190 port 55047 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['operator', '203.0.113.190', '55047']"
906,Jun,14,00:51:59,secops-01,sshd,11261,Invalid user www-data from 203.0.113.139 port 35445,S05,Invalid user <*> from <*> port <*>,"['www-data', '203.0.113.139', '35445']"
907,Jun,14,00:52:05,secops-01,sshd,26996,Connection closed by authenticating user support 192.0.2.226 port 17127 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['support', '192.0.2.226', '17127']"
908,Jun,14,00:52:09,secops-01,audit,1777,USER_LOGIN pid=1160 uid=1001 auid=1001 user=guest exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1160', '1001', '1001', 'guest', 'success']"
909,Jun,14,00:52:11,secops-01,sshd,25117,Disconnected from authenticating user backup 203.0.113.213 port 19761 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['backup', '203.0.113.213', '19761']"
910,Jun,14,00:52:18,secops-01,sshd,14660,Disconnected from authenticating user nagios 192.0.2.178 port 34904 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['nagios', '192.0.2.178', '34904']"
911,Jun,14,00:52:20,secops-01,sudo,32945,test : 2 incorrect password attempts ; TTY=tty1 ; PWD=/etc ; COMMAND=/usr/bin/systemctl restart nginx,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['test', '2', 'tty1', '/etc', '/usr/bin/systemctl restart nginx']"
912,Jun,14,00:52:23,secops-01,sshd,29343,Invalid user deploy from 203.0.113.47 port 30756,S05,Invalid user <*> from <*> port <*>,"['deploy', '203.0.113.47', '30756']"
913,Jun,14,00:52:24,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.179 DST=10.0.2.185 PROTO=TCP SPT=49079 DPT=80,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.179', '10.0.2.185', '49079', '80']"
914,Jun,14,00:52:26,secops-01,sshd,22585,Failed password for test from 198.51.100.23 port 35352 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.23', '35352']"
915,Jun,14,00:52:28,secops-01,sshd,20983,Invalid user git from 203.0.113.45 port 60809,S05,Invalid user <*> from <*> port <*>,"['git', '203.0.113.45', '60809']"
916,Jun,14,00:52:32,secops-01,sshd,23748,Failed password for ubuntu from 203.0.113.184 port 4386 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.184', '4386']"
917,Jun,14,00:52:33,secops-01,sshd,15921,Accepted password for operator from 192.0.2.75 port 42079 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['operator', '192.0.2.75', '42079']"
918,Jun,14,00:52:40,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.197 DST=10.0.4.5 PROTO=TCP SPT=31081 DPT=8080,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.197', '10.0.4.5', '31081', '8080']"
919,Jun,14,00:52:43,secops-01,sshd,26169,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.227,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.227']
920,Jun,14,00:52:43,secops-01,sshd,12601,Failed password for invalid user postgres from 203.0.113.106 port 29982 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '203.0.113.106', '29982']"
921,Jun,14,00:52:43,secops-01,sshd,16803,Failed password for invalid user guest from 203.0.113.162 port 37563 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['guest', '203.0.113.162', '37563']"
922,Jun,14,00:52:47,secops-01,sshd,11062,Failed password for invalid user root from 198.51.100.11 port 10551 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '198.51.100.11', '10551']"
923,Jun,14,00:52:51,secops-01,sshd,15286,Accepted publickey for admin from 203.0.113.108 port 12705 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['admin', '203.0.113.108', '12705']"
924,Jun,14,00:52:53,secops-01,sshd,28421,Received disconnect from 198.51.100.154 port 38529:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.154', '38529']"
925,Jun,14,00:52:57,secops-01,audit,1381,USER_AUTH pid=4069 uid=1001 auid=1001 user=backup exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4069', '1001', '1001', 'backup', 'success']"
926,Jun,14,00:52:58,secops-01,sshd,24002,Accepted publickey for backup from 203.0.113.19 port 50729 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['backup', '203.0.113.19', '50729']"
927,Jun,14,00:53:04,secops-01,sshd,20787,Failed password for invalid user ubuntu from 203.0.113.222 port 19008 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.222', '19008']"
928,Jun,14,00:53:05,secops-01,sshd,11906,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.158,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.158']
929,Jun,14,00:53:12,secops-01,sshd,12872,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.137,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.137']
930,Jun,14,00:53:18,secops-01,sudo,34705,pam_unix(sudo:session): session opened for user deploy by backup(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'backup', '1001']"
931,Jun,14,00:53:22,secops-01,sshd,20370,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
932,Jun,14,00:53:29,secops-01,sshd,14250,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.92,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.92']
933,Jun,14,00:53:32,secops-01,sshd,15895,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.128,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.128']
934,Jun,14,00:53:39,secops-01,sshd,10785,Connection reset by 192.0.2.2 port 8770 [preauth],S14,Connection reset by <*> port <*> [preauth],"['192.0.2.2', '8770']"
935,Jun,14,00:53:45,secops-01,sshd,23586,Received disconnect from 203.0.113.219 port 14611:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.219', '14611']"
936,Jun,14,00:53:48,secops-01,sshd,10370,Failed password for deploy from 203.0.113.165 port 14939 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '203.0.113.165', '14939']"
937,Jun,14,00:53:53,secops-01,sshd,26603,error: maximum authentication attempts exceeded for oracle from 198.51.100.80 port 20703 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['oracle', '198.51.100.80', '20703']"
938,Jun,14,00:53:58,secops-01,sudo,35460,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
939,Jun,14,00:54:01,secops-01,sshd,15755,Invalid user nagios from 198.51.100.9 port 55552,S05,Invalid user <*> from <*> port <*>,"['nagios', '198.51.100.9', '55552']"
940,Jun,14,00:54:01,secops-01,sshd,25548,Accepted publickey for deploy from 192.0.2.124 port 61065 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['deploy', '192.0.2.124', '61065']"
941,Jun,14,00:54:06,secops-01,sshd,27595,Received disconnect from 203.0.113.162 port 31211:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.162', '31211']"
942,Jun,14,00:54:10,secops-01,sshd,27074,Connection closed by authenticating user support 203.0.113.192 port 4695 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['support', '203.0.113.192', '4695']"
943,Jun,14,00:54:10,secops-01,sshd,27559,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.144,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.144']
944,Jun,14,00:54:11,secops-01,sshd,21586,Failed password for invalid user postgres from 203.0.113.236 port 59221 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '203.0.113.236', '59221']"
945,Jun,14,00:54:17,secops-01,audit,3338,USER_AUTH pid=2148 uid=0 auid=1001 user=git exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2148', '0', '1001', 'git', 'success']"
946,Jun,14,00:54:17,secops-01,sshd,20305,Failed password for invalid user admin from 192.0.2.194 port 21227 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '192.0.2.194', '21227']"
947,Jun,14,00:54:21,secops-01,sshd,24808,Failed password for invalid user admin from 203.0.113.62 port 25376 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '203.0.113.62', '25376']"
948,Jun,14,00:54:24,secops-01,sshd,11225,Failed password for invalid user oracle from 203.0.113.97 port 52466 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.97', '52466']"
949,Jun,14,00:54:27,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.206 DST=10.0.7.233 PROTO=UDP SPT=33795 DPT=443,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '203.0.113.206', '10.0.7.233', '33795', '443']"
950,Jun,14,00:54:29,secops-01,sshd,20726,Invalid user test from 198.51.100.136 port 21363,S05,Invalid user <*> from <*> port <*>,"['test', '198.51.100.136', '21363']"
951,Jun,14,00:54:31,secops-01,sudo,38456,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
952,Jun,14,00:54:32,secops-01,sshd,27116,Failed password for invalid user root from 203.0.113.184 port 57700 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '203.0.113.184', '57700']"
953,Jun,14,00:54:37,secops-01,sshd,12853,Failed password for backup from 203.0.113.219 port 39971 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '203.0.113.219', '39971']"
954,Jun,14,00:54:37,secops-01,sshd,20239,Connection closed by authenticating user root 203.0.113.198 port 44211 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['root', '203.0.113.198', '44211']"
955,Jun,14,00:54:42,secops-01,sshd,16876,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.230,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.230']
956,Jun,14,00:54:43,secops-01,sshd,24454,Failed password for invalid user oracle from 203.0.113.83 port 51669 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.83', '51669']"
957,Jun,14,00:54:44,secops-01,sshd,28337,Failed password for invalid user ubuntu from 203.0.113.5 port 63827 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.5', '63827']"
958,Jun,14,00:54:47,secops-01,sshd,19282,Failed password for invalid user deploy from 203.0.113.71 port 10301 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['deploy', '203.0.113.71', '10301']"
959,Jun,14,00:54:47,secops-01,sshd,24537,Failed password for oracle from 198.51.100.88 port 36451 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '198.51.100.88', '36451']"
960,Jun,14,00:54:47,secops-01,sshd,22569,Failed password for test from 192.0.2.14 port 7966 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '192.0.2.14', '7966']"
961,Jun,14,00:54:54,secops-01,sshd,29423,Failed password for git from 203.0.113.154 port 59434 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '203.0.113.154', '59434']"
962,Jun,14,00:54:55,secops-01,sshd,27481,Received disconnect from 203.0.113.211 port 14009:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.211', '14009']"
963,Jun,14,00:55:02,secops-01,audit,4329,USER_AUTH pid=4095 uid=1000 auid=4294967295 user=ubuntu exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4095', '1000', '4294967295', 'ubuntu', 'success']"
964,Jun,14,00:55:09,secops-01,sshd,25250,Failed password for oracle from 198.51.100.183 port 51256 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '198.51.100.183', '51256']"
965,Jun,14,00:55:14,secops-01,sshd,18455,Failed password for invalid user ec2-user from 203.0.113.231 port 41455 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.231', '41455']"
966,Jun,14,00:55:21,secops-01,sshd,20641,Invalid user www-data from 192.0.2.86 port 52717,S05,Invalid user <*> from <*> port <*>,"['www-data', '192.0.2.86', '52717']"
967,Jun,14,00:55:23,secops-01,sshd,25113,Connection closed by authenticating user admin 203.0.113.91 port 32392 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['admin', '203.0.113.91', '32392']"
968,Jun,14,00:55:29,secops-01,sshd,13372,Failed password for invalid user deploy from 198.51.100.34 port 34312 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['deploy', '198.51.100.34', '34312']"
969,Jun,14,00:55:33,secops-01,sudo,31162,operator : 2 incorrect password attempts ; TTY=pts/1 ; PWD=/etc ; COMMAND=/usr/bin/docker ps,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['operator', '2', 'pts/1', '/etc', '/usr/bin/docker ps']"
970,Jun,14,00:55:36,secops-01,sshd,17817,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.107,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.107']
971,Jun,14,00:55:41,secops-01,sshd,12164,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.100,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.100']
972,Jun,14,00:55:46,secops-01,sshd,24265,Failed password for invalid user www-data from 203.0.113.202 port 65262 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '203.0.113.202', '65262']"
973,Jun,14,00:55:53,secops-01,sshd,12552,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.171,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.171']
974,Jun,14,00:55:55,secops-01,sshd,24588,Failed password for nagios from 203.0.113.144 port 7423 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.144', '7423']"
975,Jun,14,00:56:01,secops-01,sshd,29543,Accepted password for git from 203.0.113.29 port 45949 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['git', '203.0.113.29', '45949']"
976,Jun,14,00:56:01,secops-01,sshd,14552,Accepted publickey for postgres from 198.51.100.25 port 15285 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['postgres', '198.51.100.25', '15285']"
977,Jun,14,00:56:05,secops-01,sudo,38704,pam_unix(sudo:session): session opened for user deploy by ubuntu(uid=1000),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'ubuntu', '1000']"
978,Jun,14,00:56:09,secops-01,sshd,20374,Invalid user nagios from 203.0.113.54 port 45687,S05,Invalid user <*> from <*> port <*>,"['nagios', '203.0.113.54', '45687']"
979,Jun,14,00:56:14,secops-01,sshd,24245,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.79,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.79']
980,Jun,14,00:56:16,secops-01,audit,4471,USER_LOGIN pid=3386 uid=0 auid=4294967295 user=guest exe=/usr/sbin/sshd res=failed,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3386', '0', '4294967295', 'guest', 'failed']"
981,Jun,14,00:56:21,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.142 DST=10.0.0.2 PROTO=TCP SPT=47119 DPT=8443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.142', '10.0.0.2', '47119', '8443']"
982,Jun,14,00:56:27,secops-01,sshd,29338,Failed password for oracle from 192.0.2.62 port 29316 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '192.0.2.62', '29316']"
983,Jun,14,00:56:30,secops-01,sshd,24260,Received disconnect from 198.51.100.105 port 26030:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.105', '26030']"
984,Jun,14,00:56:33,secops-01,sshd,14557,input_userauth_request: invalid user test [preauth],S12,input_userauth_request: invalid user <*> [preauth],['test']
985,Jun,14,00:56:35,secops-01,sshd,23671,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.94,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.94']
986,Jun,14,00:56:35,secops-01,sshd,12350,Failed password for invalid user support from 198.51.100.36 port 1784 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['support', '198.51.100.36', '1784']"
987,Jun,14,00:56:36,secops-01,sshd,14449,Failed password for backup from 203.0.113.113 port 64919 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '203.0.113.113', '64919']"
988,Jun,14,00:56:42,secops-01,sshd,29805,Failed password for operator from 203.0.113.118 port 59585 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['operator', '203.0.113.118', '59585']"
989,Jun,14,00:56:48,secops-01,sshd,24747,Received disconnect from 203.0.113.110 port 37203:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.110', '37203']"
990,Jun,14,00:56:51,secops-01,sshd,26323,Invalid user ubuntu from 203.0.113.3 port 38899,S05,Invalid user <*> from <*> port <*>,"['ubuntu', '203.0.113.3', '38899']"
991,Jun,14,00:56:56,secops-01,sshd,28885,Connection reset by 203.0.113.239 port 36817 [preauth],S14,Connection reset by <*> port <*> [preauth],"['203.0.113.239', '36817']"
992,Jun,14,00:57:03,secops-01,sshd,13708,Failed password for root from 203.0.113.182 port 25179 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '203.0.113.182', '25179']"
993,Jun,14,00:57:04,secops-01,audit,2904,USER_AUTH pid=1327 uid=0 auid=4294967295 user=www-data exe=/usr/sbin/sshd res=failed,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1327', '0', '4294967295', 'www-data', 'failed']"
994,Jun,14,00:57:05,secops-01,sshd,25481,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.64,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.64']
995,Jun,14,00:57:09,secops-01,sshd,28993,input_userauth_request: invalid user guest [preauth],S12,input_userauth_request: invalid user <*> [preauth],['guest']
996,Jun,14,00:57:16,secops-01,sshd,10353,Received disconnect from 192.0.2.138 port 52045:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['192.0.2.138', '52045']"
997,Jun,14,00:57:21,secops-01,sshd,23795,Connection closed by authenticating user backup 203.0.113.189 port 22750 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['backup', '203.0.113.189', '22750']"
998,Jun,14,00:57:25,secops-01,audit,3846,USER_AUTH pid=4269 uid=1000 auid=1001 user=ubuntu exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4269', '1000', '1001', 'ubuntu', 'success']"
999,Jun,14,00:57:27,secops-01,sudo,37752,pam_unix(sudo:session): session opened for user deploy by oracle(uid=0),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'oracle', '0']"
1000,Jun,14,00:57:31,secops-01,sshd,10894,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.76,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.76']
1001,Jun,14,00:57:35,secops-01,sshd,19104,Connection closed by authenticating user ubuntu 203.0.113.219 port 52388 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['ubuntu', '203.0.113.219', '52388']"
1002,Jun,14,00:57:37,secops-01,sshd,13655,Failed password for oracle from 203.0.113.67 port 1954 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '203.0.113.67', '1954']"
1003,Jun,14,00:57:44,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.96 DST=10.0.2.68 PROTO=UDP SPT=52307 DPT=53,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '198.51.100.96', '10.0.2.68', '52307', '53']"
1004,Jun,14,00:57:46,secops-01,sshd,12765,Failed password for invalid user guest from 192.0.2.89 port 65516 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['guest', '192.0.2.89', '65516']"
1005,Jun,14,00:57:53,secops-01,sshd,15051,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
